step,time,pos_x,pos_y,pos_z,euler_z,euler_y,euler_x,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,target_x,target_y,target_z,target_dist,action_0,action_1,action_2,action_3,reward,cumulative_reward,terminated,truncated
0,0.0,0.5599396228790283,0.04859912395477295,4.247692584991455,3.068873167037964,3.0213510990142822,-3.047224998474121,0.9469161033630371,0.4715006351470947,-0.5695419907569885,0.0,0.0,0.0,0.0,0.0,5.0,0.9390743861888252,0.8402725458145142,-0.5642134547233582,0.8498526811599731,-0.9571415781974792,-0.048156626522541046,-0.048156626522541046,False,False
1,0.02,0.579174280166626,0.057758260518312454,4.236948013305664,3.071394681930542,3.0214836597442627,-3.047027111053467,0.9765487909317017,0.4444168210029602,-0.5049120187759399,-0.010433895513415337,0.010414628311991692,0.2504650354385376,0.0,0.0,5.0,0.9597016191831728,0.6480650901794434,-0.32707810401916504,0.7545398473739624,-0.9456269145011902,-0.04836753383278847,-0.09652416035532951,False,False
2,0.04,0.5989891886711121,0.06638861447572708,4.2273850440979,3.078450918197632,3.0226635932922363,-3.0494332313537598,1.0049309730529785,0.418737530708313,-0.45136886835098267,-0.31433209776878357,-0.06258481740951538,0.4580604135990143,0.0,0.0,5.0,0.9798619118837547,0.3608419895172119,-0.1505504846572876,0.42122554779052734,-0.910588800907135,-0.048842426389455795,-0.1453665867447853,False,False
3,0.06,0.6193209290504456,0.07456059008836746,4.218464374542236,3.088590383529663,3.02799129486084,-3.0589890480041504,1.028136968612671,0.3988153338432312,-0.44071686267852783,-0.758948802947998,-0.38030508160591125,0.5914446711540222,0.0,0.0,5.0,0.9999578134170913,0.11078488826751709,-0.16298270225524902,0.021222591400146484,-0.7839515209197998,-0.04962457716464996,-0.19499116390943527,False,False
4,0.08,0.6400365829467773,0.08241617679595947,4.209116458892822,3.1002860069274902,3.0412003993988037,-3.0755667686462402,1.0431658029556274,0.38716819882392883,-0.49406805634498596,-1.023878574371338,-0.8507164716720581,0.6654626727104187,0.0,0.0,5.0,1.020752677832431,-0.0601201057434082,-0.1207665205001831,-0.06471037864685059,-0.45609867572784424,-0.050708308815956116,-0.2456994727253914,False,False
5,0.1,0.6610174775123596,0.09007826447486877,4.198538780212402,3.1129133701324463,3.0627243518829346,-3.098433017730713,1.0545246601104736,0.3795467019081116,-0.5636462569236755,-1.3758153915405273,-1.2297587394714355,0.7075493335723877,0.0,0.0,5.0,1.0427839115229152,-0.07624375820159912,-0.08059573173522949,-0.11831074953079224,0.14572584629058838,-0.05126212164759636,-0.29696159437298775,False,False
6,0.12,0.6822385787963867,0.09759929031133652,4.187132835388184,3.1261377334594727,3.0858325958251953,-3.122053623199463,1.0669183731079102,0.3733203113079071,-0.5768764019012451,-1.075007677078247,-1.038743257522583,0.6833713054656982,0.0,0.0,5.0,1.0657054598581372,0.005179166793823242,0.05697429180145264,0.015430212020874023,-0.12792903184890747,-0.05219632387161255,-0.3491579182446003,False,False
7,0.14,0.7036718130111694,0.10503857582807541,4.175543308258057,3.139719009399414,3.1087093353271484,3.1381969451904297,1.0756990909576416,0.3713452219963074,-0.5820353627204895,-1.2786601781845093,-1.2377793788909912,0.6918962001800537,0.0,0.0,5.0,1.0889976856708588,0.6692535877227783,-0.3837584853172302,-0.7293415665626526,-0.8782320618629456,0.005376746878027916,-0.3437811713665724,False,False
8,0.16,0.7252164483070374,0.11247658729553223,4.163201808929443,0.01345012430101633,-0.005745140835642815,-0.017138248309493065,1.077993631362915,0.37277108430862427,-0.6521656513214111,-0.11676014214754105,-2.642190456390381,0.7899372577667236,0.0,0.0,5.0,1.113023401444767,-0.5268512964248657,0.5602788925170898,-0.8989992737770081,0.7184435129165649,0.005502513609826565,-0.3382786577567458,False,False
9,0.18,0.746731162071228,0.11997045576572418,4.150430679321289,0.02804468758404255,-0.05662069469690323,-0.017986761406064034,1.071595549583435,0.3766017556190491,-0.6249716281890869,0.07479904592037201,-2.4702818393707275,0.5777761936187744,0.0,0.0,5.0,1.137439391485704,-0.2500823140144348,0.28384625911712646,-0.8001358509063721,0.6992831230163574,0.005514547694474459,-0.33276411006227136,False,False
10,0.2,0.7680091261863708,0.12753450870513916,4.138154029846191,0.03874482214450836,-0.10404859483242035,-0.009957900270819664,1.0545016527175903,0.37946122884750366,-0.6028175950050354,0.8119484782218933,-2.287837505340576,0.41640493273735046,0.0,0.0,5.0,1.1614135977706537,-0.2716737985610962,0.35819149017333984,-0.35205864906311035,0.4954766035079956,0.0054576764814555645,-0.3273064335808158,False,False
11,0.22,0.7888447046279907,0.13512521982192993,4.126307487487793,0.045821063220500946,-0.14913468062877655,0.007862118072807789,1.0274789333343506,0.37888002395629883,-0.5819585919380188,1.057517170906067,-2.2223427295684814,0.27885115146636963,0.0,0.0,5.0,1.1848516360588948,-0.1618550419807434,0.43129289150238037,0.2339228391647339,0.41239500045776367,0.005868085660040379,-0.3214383479207754,False,False
12,0.24,0.8089388012886047,0.1426444798707962,4.115529537200928,0.050081975758075714,-0.18952761590480804,0.023845138028264046,0.9800769090652466,0.372146874666214,-0.49618175625801086,0.6117724776268005,-1.8099727630615234,0.2070091962814331,0.0,0.0,5.0,1.2070697707389826,0.2812018394470215,0.4354395866394043,0.43318653106689453,0.5368316173553467,0.005957366432994604,-0.3154809814877808,False,False
13,0.26,0.8278312683105469,0.14995361864566803,4.107187747955322,0.05306325480341911,-0.22305689752101898,0.034957997500896454,0.9072468876838684,0.357970267534256,-0.338432639837265,0.5603499412536621,-1.5329992771148682,0.18299901485443115,0.0,0.0,5.0,1.2267454560497333,0.28728604316711426,0.5975875854492188,0.6240015029907227,0.37639617919921875,0.006011187098920345,-0.30946979438886046,False,False
14,0.28,0.8451119661331177,0.1569249927997589,4.1021647453308105,0.055610861629247665,-0.2525688111782074,0.03952402248978615,0.8190469145774841,0.3387015461921692,-0.1643485724925995,-0.043773356825113297,-1.406775951385498,0.1771615743637085,0.0,0.0,5.0,1.242959304721388,0.418032169342041,0.5931382179260254,0.5849807262420654,0.416958212852478,0.005911639425903559,-0.3035581549629569,False,False
15,0.3,0.860490620136261,0.16349025070667267,4.100717067718506,0.0581766776740551,-0.2809208035469055,0.03426603972911835,0.7170402407646179,0.3179893493652344,0.019114384427666664,-0.4143611490726471,-1.4172700643539429,0.17650210857391357,0.0,0.0,5.0,1.2553417708781223,0.5053234100341797,0.6122329235076904,0.5371479988098145,0.40644001960754395,0.0056839557364583015,-0.2978741992264986,False,False
16,0.32,0.8737061619758606,0.1696581244468689,4.102954387664795,0.060979824513196945,-0.31125888228416443,0.02260460890829563,0.6025926470756531,0.29937246441841125,0.20404848456382751,-0.6699305772781372,-1.6076380014419556,0.1787179708480835,0.0,0.0,5.0,1.2636602261981902,0.48340654373168945,0.5629184246063232,0.5216395854949951,0.6800503730773926,0.005737639032304287,-0.2921365601941943,False,False
17,0.34,0.8844553232192993,0.17548644542694092,4.109028339385986,0.06400981545448303,-0.34178245067596436,0.009121288545429707,0.4702805280685425,0.2841978073120117,0.40270495414733887,-0.5812386870384216,-1.439750075340271,0.15656626224517822,0.0,0.0,5.0,1.2676305500092806,0.3978769779205322,0.437461256980896,0.3997385501861572,0.7003402709960938,0.00592005206272006,-0.28621650813147426,False,False
18,0.36,0.8925440907478333,0.1810615509748459,4.118747711181641,0.0669027715921402,-0.3677155375480652,-0.000646909000352025,0.3369944393634796,0.2737866938114166,0.5686688423156738,-0.29518699645996094,-1.152376651763916,0.12489307671785355,0.0,0.0,5.0,1.2672899572386307,0.03773391246795654,0.13601839542388916,0.09698271751403809,0.4582560062408447,0.006185506470501423,-0.28003100166097283,False,False
